Title,Author,ISBN-13
Placeholder,Prince Harry,0000000000001
Placeholder,Britney Spears,0000000000002
Placeholder,Rick Rubin,0000000000003
Placeholder,David Grann,0000000000004
Placeholder,James Clear,0000000000005
Placeholder,Salman Rushdie,0000000000006
Placeholder,Jonathan Haidt,0000000000007
Placeholder,Malcolm Gladwell,0000000000008
Placeholder,Lisa Marie Presley,0000000000009
Placeholder,Riley Keough,0000000000010
Placeholder,Erik Larson,0000000000011
Placeholder,Ibram X. Kendi,0000000000012
Placeholder,Mel Robbins,0000000000013
Placeholder,Michelle Obama,0000000000014
Placeholder,Barack Obama,0000000000015
Placeholder,Dale Carnegie,0000000000016
Placeholder,Mark Manson,0000000000017
Placeholder,Brene Brown,0000000000018
Placeholder,Elizabeth Gilbert,0000000000019
Placeholder,Jocko Willink,0000000000020
Placeholder,John Carreyrou,0000000000021
Placeholder,Isabel Wilkerson,0000000000022
Placeholder,Stephen R. Covey,0000000000023
Placeholder,Edmund Morris,0000000000024
Placeholder,Ben Macintyre,0000000000025
Placeholder,Paul Kalanithi,0000000000026
Placeholder,Trevor Noah,0000000000027
Placeholder,Cal Newport,0000000000028
Placeholder,Gretchen Rubin,0000000000029
Placeholder,Brianna Wiest,0000000000030
Placeholder,Ryan Holiday,0000000000031
Placeholder,Tim Ferriss,0000000000032
Placeholder,Tony Robbins,0000000000033
Placeholder,Gary Vaynerchuk,0000000000034
Placeholder,Simon Sinek,0000000000035
Placeholder,Adam Grant,0000000000036
Placeholder,Angela Duckworth,0000000000037
Placeholder,Carol Dweck,0000000000038
Placeholder,Daniel Kahneman,0000000000039
Placeholder,Nassim Nicholas Taleb,0000000000040
Placeholder,Ray Dalio,0000000000041
Placeholder,Robert Kiyosaki,0000000000042
Placeholder,Dave Ramsey,0000000000043
Placeholder,Suze Orman,0000000000044
Placeholder,Ramit Sethi,0000000000045
Placeholder,Morgan Housel,0000000000046
Placeholder,Yuval Noah Harari,0000000000047
Placeholder,Bill Bryson,0000000000048
Placeholder,Mary Roach,0000000000049
Placeholder,Michael Pollan,0000000000050
Placeholder,Matthew Walker,0000000000051
Placeholder,Atul Gawande,0000000000052
Placeholder,Siddhartha Mukherjee,0000000000053
Placeholder,Oliver Sacks,0000000000054
Placeholder,Temple Grandin,0000000000055
Placeholder,Jon Krakauer,0000000000056
Placeholder,Sebastian Junger,0000000000057
Placeholder,Michael Lewis,0000000000058
Placeholder,Malcolm Gladwell,0000000000059
Placeholder,Doris Kearns Goodwin,0000000000060
Placeholder,Ron Chernow,0000000000061
Placeholder,David McCullough,0000000000062
Placeholder,Walter Isaacson,0000000000063
Placeholder,Robert Caro,0000000000064
Placeholder,Barbara Tuchman,0000000000065
Placeholder,Nathaniel Philbrick,0000000000066
Placeholder,Candice Millard,0000000000067
Placeholder,Hampton Sides,0000000000068
Placeholder,Douglas Brinkley,0000000000069
Placeholder,H.W. Brands,0000000000070
Placeholder,Glennon Doyle,0000000000071
Placeholder,Rachel Hollis,0000000000072
Placeholder,Jen Sincero,0000000000073
Placeholder,Marie Forleo,0000000000074
Placeholder,Gabby Bernstein,0000000000075
Placeholder,Jay Shetty,0000000000076
Placeholder,Matthew McConaughey,0000000000077
Placeholder,Will Smith,0000000000078
Placeholder,Demi Moore,0000000000079
Placeholder,Mariah Carey,0000000000080
Placeholder,Dolly Parton,0000000000081
Placeholder,Willie Nelson,0000000000082
Placeholder,Bruce Springsteen,0000000000083
Placeholder,Keith Richards,0000000000084
Placeholder,Patti Smith,0000000000085
Placeholder,Elton John,0000000000086
Placeholder,Phil Collins,0000000000087
Placeholder,Questlove,0000000000088
Placeholder,Flea,0000000000089
Placeholder,Dave Grohl,0000000000090
Placeholder,Anthony Bourdain,0000000000091
Placeholder,Tara Westover,0000000000092
Placeholder,Educated,0000000000093
Placeholder,J.D. Vance,0000000000094
Placeholder,Ta-Nehisi Coates,0000000000095
Placeholder,Roxane Gay,0000000000096
Placeholder,Kiese Laymon,0000000000097
Placeholder,Jesmyn Ward,0000000000098
Placeholder,Chimamanda Ngozi Adichie,0000000000099
Placeholder,Bryan Stevenson,0000000000100
Placeholder,Robin DiAngelo,0000000000101
Placeholder,Ijeoma Oluo,0000000000102
Placeholder,Austin Channing Brown,0000000000103
Placeholder,Layla F. Saad,0000000000104
Placeholder,Bernice King,0000000000105
Placeholder,John Lewis,0000000000106
Placeholder,Amanda Ripley,0000000000107
Placeholder,Johann Hari,0000000000108
Placeholder,Ezra Klein,0000000000109
Placeholder,Nate Silver,0000000000110
Placeholder,Fareed Zakaria,0000000000111
Placeholder,Thomas Friedman,0000000000112
Placeholder,Francis Fukuyama,0000000000113
Placeholder,Timothy Snyder,0000000000114
Placeholder,Anne Applebaum,0000000000115
Placeholder,Madeleine Albright,0000000000116
Placeholder,Hillary Clinton,0000000000117
Placeholder,Condoleezza Rice,0000000000118
Placeholder,Colin Powell,0000000000119
Placeholder,Bob Woodward,0000000000120
Placeholder,Carl Bernstein,0000000000121
Placeholder,Ronan Farrow,0000000000122
Placeholder,Michael Wolff,0000000000123
Placeholder,Mary Trump,0000000000124
Placeholder,John Bolton,0000000000125
Placeholder,Jim Comey,0000000000126
Placeholder,Andrew McCabe,0000000000127
Placeholder,Jill Biden,0000000000128
Placeholder,Doug Emhoff,0000000000129
Placeholder,Pete Buttigieg,0000000000130
Placeholder,Stacey Abrams,0000000000131
Placeholder,Alexandria Ocasio-Cortez,0000000000132
Placeholder,Bernie Sanders,0000000000133
Placeholder,Elizabeth Warren,0000000000134
Placeholder,Cory Booker,0000000000135
Placeholder,Kamala Harris,0000000000136
Placeholder,Neil deGrasse Tyson,0000000000137
Placeholder,Brian Greene,0000000000138
Placeholder,Michio Kaku,0000000000139
Placeholder,Stephen Hawking,0000000000140
Placeholder,Carlo Rovelli,0000000000141
Placeholder,Sean Carroll,0000000000142
Placeholder,Richard Dawkins,0000000000143
Placeholder,Sam Harris,0000000000144
Placeholder,Jordan Peterson,0000000000145
Placeholder,Deepak Chopra,0000000000146
Placeholder,Eckhart Tolle,0000000000147
Placeholder,Thich Nhat Hanh,0000000000148
Placeholder,Pema Chodron,0000000000149
Placeholder,Jack Kornfield,0000000000150
Placeholder,Sharon Salzberg,0000000000151
Placeholder,Tara Brach,0000000000152
Placeholder,Jon Kabat-Zinn,0000000000153
Placeholder,Dan Harris,0000000000154
Placeholder,Tim Urban,0000000000155
Placeholder,James Nestor,0000000000156
Placeholder,David Epstein,0000000000157
Placeholder,Range,0000000000158
Placeholder,Annie Duke,0000000000159
Placeholder,Nir Eyal,0000000000160
Placeholder,Greg McKeown,0000000000161
Placeholder,Chip Heath,0000000000162
Placeholder,Dan Heath,0000000000163
Placeholder,Seth Godin,0000000000164
Placeholder,Chris Voss,0000000000165
Placeholder,Robert Cialdini,0000000000166
Placeholder,Daniel Pink,0000000000167
Placeholder,Susan Cain,0000000000168
Placeholder,Sheryl Sandberg,0000000000169
Placeholder,Arianna Huffington,0000000000170
Placeholder,Oprah Winfrey,0000000000171
Placeholder,Martha Stewart,0000000000172
Placeholder,Marie Kondo,0000000000173
Placeholder,Joanna Gaines,0000000000174
Placeholder,Chip Gaines,0000000000175
Placeholder,Ina Garten,0000000000176
Placeholder,Alton Brown,0000000000177
Placeholder,Gordon Ramsay,0000000000178
Placeholder,Jamie Oliver,0000000000179
Placeholder,Nigella Lawson,0000000000180
Placeholder,Yotam Ottolenghi,0000000000181
Placeholder,Samin Nosrat,0000000000182
Placeholder,J. Kenji Lopez-Alt,0000000000183
Placeholder,America's Test Kitchen,0000000000184
Placeholder,Ree Drummond,0000000000185
Placeholder,Chrissy Teigen,0000000000186
Placeholder,David Chang,0000000000187
Placeholder,Padma Lakshmi,0000000000188
Placeholder,Marcus Samuelsson,0000000000189
Placeholder,Andrew Zimmern,0000000000190
Placeholder,Tom Colicchio,0000000000191
Placeholder,Nancy Silverton,0000000000192
Placeholder,Alice Waters,0000000000193
Placeholder,Thomas Keller,0000000000194
Placeholder,Eric Ripert,0000000000195
Placeholder,Jacques Pepin,0000000000196
Placeholder,Julia Child,0000000000197
Placeholder,Dorie Greenspan,0000000000198
Placeholder,Nigel Slater,0000000000199
Placeholder,Madhur Jaffrey,0000000000200
